id,title,circrna_id,circ_rna_name,circrna_synonyms,disease_details,method,species,expression_pattern,description
2923,Circular RNA circ_0000284 plays an oncogenic role in the progression of non-small cell lung cancer through the miR-377-3p-mediated PD-L1 promotion.,hsa_circ_0000284,hsa_circ_HIPK3,-,non-small cell lung cancer,RT-qPCR,human,up-regulated,"Circ_0000284 facilitated the progression of NSCLC by up-regulating the PD-L1 expression as a competing endogenous RNA (ceRNA) of miR-377, possibly developing a different perspective in understanding the molecular pathogenesis of NSCLC."
2924,Hsa_Circ_0007841 Enhances Multiple Myeloma Chemotherapy Resistance Through Upregulating ABCG2.,hsa_circ_0007841,hsa_circ_SEC61A1,-,multiple myeloma,RT-qPCR,human,up-regulated,Our data collectively suggest a new model in which hsa_circ_0007841 promotes acquired chemotherapy resistance by upregulating ATP-binding cassette transporters G2 providing a novel molecular basis of chemotherapy in multiple myeloma cancer.
2925,Hsa_circ_0003998 promotes epithelial to mesenchymal transition of hepatocellular carcinoma by sponging miR-143-3p and PCBP1.,hsa_circ_0003998,hsa_circ_ARFGEF2,-,hepatocellular carcinoma,"RT-qPCR, microarray",human,up-regulated,Circ0003998 promotes EMT of HCC by circ0003998/miR-143-3p/FOSL2 axis and circ0003998 /PCBP1/CD44v6 axis.
2926,Circular RNA circ_0003645 silencing alleviates inflammation and apoptosis via the NF-kappaB pathway in endothelial cells induced by oxLDL.,hsa_circ_0003645,hsa_circ_C16orf62,-,atherosclerosis,RT-qPCR,human,up-regulated,"circ_0003645 silencing alleviated inflammation and apoptosis, while promoted the viability in oxLDL-induced endothelial cells by the NF-kappaB pathway."
2927,Silencing of hsa_circ_0101145 reverses the epithelial-mesenchymal transition in hepatocellular carcinoma via regulation of the miR-548c-3p/LAMC2 axis.,hsa_circ_0101145,-,-,hepatocellular carcinoma,"RT-qPCR, RNA-seq",human,up-regulated,"hsa_circ_0101145 silencing suppressed HCC progression by functioning as an miR-548c-3p sponge to enhance LAMC2 expression. Therefore, hsa_circ_0101145 could be an HCC treatment target."
2928,Overexpressed circ-RPL15 predicts poor survival and promotes the progression of gastric cancer via regulating miR-502-3p/OLFM4/STAT3 pathway.,hsa_circ_0064574,hsa_circ_RPL15,-,gastric cancer,RT-qPCR,human,up-regulated,"circ-RPL15 promotes GC progression and predicts poor prognosis of GC patients, and regulates the malignant phenotypes of GC cells by mediating the miR-502-3p/OLFM4/STAT3 axis."
2929,High expression of circulating exosomal circAKT3 is associated with higher recurrence in HCC patients undergoing surgical treatment.,-,hsa_circ_AKT3,-,hepatocellular carcinoma,RT-qPCR,human,up-regulated,high circulating exosomal circAKT3 is associated with a higher risk of HCC recurrence and mortality. Follow-up of HCC patients with high exosomal circAKT3 after surgery may help to reduce the risk of recurrence and improve prognosis.
2930,Circular RNA circ_0001105 protects the intestinal barrier of septic rats by inhibiting inflammation and oxidative damage and YAP1 expression.,hsa_circ_0001105,-,circ_0001105,sepsis,RT-qPCR,rat,up-regulated,"circ_0001105 protects the intestinal barrier function of septic rats by inhibiting intestinal inflammation, oxidative damage and YAP1 expression. Our results provide a novel insight for developing sepsis treatment."
2931,"Hsa_circ_0023642 promotes proliferation, invasion, and migration of gastric cancer by sponging microRNA-223.",hsa_circ_0023642,hsa_circ_UVRAG,-,gastric cancer,microarray,human,up-regulated,"This study shows that the upregulation of hsa_circ_0023642 affects the malignant progression, clinical stage, and prognosis of GC which provides a new molecular target for the therapy of GC."
2932,Hsa_circ_0038646 promotes cell proliferation and migration in colorectal cancer via miR-331-3p/GRIK3.,hsa_circ_0038646,hsa_circ_PRKCB,-,colorectal cancer,RT-qPCR,human,down-regulated,hsa_circ_0038646 functions as a tumor promoter in CRC by increasing GRIK3 expression via sponging of miR-331-3p. The hsa_circ_0038646/miR-331-3p/GRIK3 axis may be a novel therapeutic and diagnostic target of CRC.
2933,CircABCB10 silencing inhibits the cell ferroptosis and apoptosis by regulating the miR-326/CCL5 axis in rectal cancer.,-,hsa_circ_ABCB10,-,rectal cancer,RT-qPCR,human,up-regulated,CircABCB10 silencing inhibits the cell ferroptosis and apoptosis by regulating the miR-326/CCL5 axis in rectal cancer.
2934,CircABCB10 promotes the proliferation and migration of lung cancer cells through down-regulating microRNA-217 expression.,-,hsa_circ_ABCB10,-,lung cancer,RT-qPCR,human,down-regulated,"In vitro cell experiments demonstrated that knocking down circABCB10 remarkably suppressed the proliferation and migration ability of LCa cells. In addition, circABCB10 can specifically bind to microRNA-217 and negatively regulate its expression of microRNA-217 in LCa cells. Finally, cell functional experiments showed that microRNA-217 is a key downstream gene that mediates the regulation of circABCB10 on LCa cell function."
2935,Circular RNA hsa_circ_103809 promotes cell migration and invasion of gastric cancer cells by binding to microRNA-101-3p.,-,-,hsa_circ_103809,gastric cancer,RT-qPCR,human,up-regulated,"Hsa_circ_103809, highly expressed in GCa, may promote the migration capacity of GCa cells by adsorbing microRNA-101-3p and thus become a new therapeutic target for GCa."
2936,Circ-100338 induces angiogenesis after myocardial ischemia-reperfusion injury by sponging miR-200a-3p.,-,-,hsa_circ_100338,ischemia reperfusion injury,RT-qPCR,human,down-regulated,"CircRNA-100338 may inhibit the function of miRNA-200a-3p by combining with miRNA-200a-3p, and then miRNA-200a-3p plays a role in regulating FUS, thereby regulating the state of angiogenesis."
2937,Circ_0074027 Contributes to Non-Small Cell Lung Cancer Progression by Upregulating CUL4B Expression Through miR-335-5p.,hsa_circ_0074027,hsa_circ_PITX1,-,non-small cell lung cancer,RT-qPCR,human,up-regulated,Circ_0074027 facilitated NSCLC cell progression through regulating miR-335-5p/CUL4B axis.
2938,CircRNA-PTN Sponges miR-326 to Promote Proliferation in Hepatocellular Carcinoma.,hsa_circ_0003949,hsa_circ_PTN,-,hepatocellular carcinoma,RT-qPCR,human,up-regulated,"circPTN acted as a sponge through interacting with miR-326. Overexpression of miR-326 could rescue the cell proliferation inhibition and ErbB/PI3K downregulation in HCC cells by circPTN. Besides, the effects of miR-326 on HCC were missing when circPTN binding sites were mutated."
2939,CircRNA DONSON contributes to cisplatin resistance in gastric cancer cells by regulating miR-802/BMI1 axis.,-,hsa_circ_DONSON,-,gastric cancer,RT-qPCR,human,down-regulated,"circDONSON promoted cisplatin resistance in gastric cancer cells by regulating miR-802/BMI1 axis, shedding light on the development of a novel therapeutic strategy to overcome chemoresistance in gastric cancer patients."
2940,Circular RNA DOCK1 downregulates microRNA-124 to induce the growth of human thyroid cancer cell lines.,-,hsa_circ_DOCK1,-,thyroid cancer,RT-qPCR,human,up-regulated,circDOCK1 contributed to thyroid carcinogenesis through inhibition of miR-124 in thyroid cancer cells with dampening signaling transduction of JAK/STAT/AMPK in virtue of miR-124 downregulation.
2941,hsa_circ_0004018 suppresses the progression of liver fibrosis through regulating the hsa-miR-660-3p/TEP1 axis.,hsa_circ_0004018,hsa_circ_SMYD4,-,liver fibrosis,RT-qPCR,human,up-regulated,hsa_circ_0004018 suppresses the progression of liver fibrosis through regulating the hsa-miR-660-3p/TEP1 axis.
2942,Circular RNA circ_0111277 attenuates human trophoblast cell invasion and migration by regulating miR-494/HTRA1/Notch-1 signal pathway in pre-eclampsia.,hsa_circ_0111277,hsa_circ_PAPPA2,-,preeclampsia,RT-qPCR,human,up-regulated,"trophoblast cell migration and invasion were shown to be promoted and modulated by the hsa_circ_0111277/miR-494-3p/HTRA1/Notch-1 axis, which provides useful insight for exploring a new therapeutic approach for PE."
2943,Hsa_circ_0009910: oncogenic circular RNA targets microRNA-145 in ovarian cancer cells.,hsa_circ_0009910,hsa_circ_MFN2,-,ovarian cancer,RT-qPCR,human,up-regulated,"Hsa_circ_0009910, representing unfavorable prognosis, induced proliferative and motile phenotypes by suppressing miR-145 in ovarian cancer cells."
2944,Cancer cell-derived exosomal circUHRF1 induces natural killer cell exhaustion and may cause resistance to anti-PD1 therapy in hepatocellular carcinoma.,-,hsa_circ_UHRF1,-,hepatocellular carcinoma,RT-qPCR,human,up-regulated,"Exosomal circUHRF1 is predominantly secreted by HCC cells and contributes to immunosuppression by inducing NK cell dysfunction in HCC. CircUHRF1 may drive resistance to anti-PD1 immunotherapy, providing a potential therapeutic strategy for patients with HCC."
2945,circ_0080145 Enhances Imatinib Resistance of Chronic Myeloid Leukemia by Regulating miR-326/PPFIA1 Axis.,hsa_circ_0080145,hsa_circ_TNS3,-,chronic myeloid leukemia,RT-qPCR,human,up-regulated,"circ_0080145 contributes to IM resistance via modulating miR-326/PPFIA1 axis, which might provide a novel avenue for CML therapy."
2946,Circular RNA TUBA1C accelerates the progression of non-small-cell lung cancer by sponging miR-143-3p.,hsa_circ_0026134,hsa_circ_TUBA1C,-,non-small cell lung cancer,RT-qPCR,human,up-regulated,"the decline of tumor growth resulted from circTUBA1C deficiency could be recovered by miR-143-3p knockdown. Taken together, these findings indicated the important role of circTUBA1C/miR-143-3p axis in NSCLC, which may provide a potential target for NSCLC therapy."
2947,Exosomal circSHKBP1 promotes gastric cancer progression via regulating the miR-582-3p/HUR/VEGF axis and suppressing HSP90 degradation.,hsa_circ_0000936,hsa_circ_SHKBP1,-,gastric cancer,"RT-qPCR, RNA-seq",human,up-regulated,"exosomal circSHKBP1 regulates the miR-582-3p/HUR/VEGF pathway, suppresses HSP90 degradation, and promotes GC progression. circSHKBP1 is a promising circulating biomarker for GC diagnosis and prognosis and an exceptional candidate for further therapeutic exploration."
2948,SRSF10 inhibits biogenesis of circ-ATXN1 to regulate glioma angiogenesis via miR-526b-3p/MMP2 pathway.,hsa_circ_0075686,hsa_circ_ATXN1,-,glioma,RT-qPCR,human,up-regulated,SRSF10/circ-ATXN1/miR-526b-3p axis played a crucial role in regulating the angiogenesis of GECs. The above findings provided new targets for anti-angiogenic therapy in glioma.
2949,circ_0007385 served as competing endogenous RNA for miR-519d-3p to suppress malignant behaviors and cisplatin resistance of non-small cell lung cancer cells.,hsa_circ_0007385,hsa_circ_MEMO1,-,non-small cell lung cancer,RT-qPCR,human,up-regulated,"circ_0007385 was upregulated in NSCLC tissues and cells, and was associated with poor overall survival. Silenced circ_0007385 suppressed NSCLC cell proliferation, migration, invasion, and DDP resistance in vitro, and tumor growth in vivo. circ_0007385 was upregulated in NSCLC tissues and cells, and was associated with poor overall survival."
2950,Elevation in the Expression of circ_0079586 Predicts Poor Prognosis and Accelerates Progression in Glioma via Interactions with the miR-183-5p/MDM4 Signaling Pathway.,hsa_circ_0079586,hsa_circ_IGF2BP3,-,glioma,RT-qPCR,human,up-regulated,"circ_0079586 was found to be up-regulated in GM that increased the proliferation, migration and invasion in GM cells via interaction with the miR-183-5p/MDM4 axis. We anticipate that our study would provide newer insights into the mechanism and treatment of GM."
2951,CircNOL10 Acts as a Sponge of miR-135a/b-5p in Suppressing Colorectal Cancer Progression via Regulating KLF9.,-,hsa_circ_NOL10,-,colorectal cancer,RT-qPCR,human,down-regulated,"circNOL10 impeded CRC development by mediating proliferation, cell cycle, migration, and invasion by sponging miR-135a-5p and miR-135b-5p, which provided new understanding for CRC treatment."
2952,A Novel Serum Exosomes-Based Biomarker hsa_circ_0002130 Facilitates Osimertinib-Resistance in Non-Small Cell Lung Cancer by Sponging miR-498.,hsa_circ_0002130,hsa_circ_C3,-,non-small cell lung cancer,RT-qPCR,human,up-regulated,A Novel Serum Exosomes-Based Biomarker hsa_circ_0002130 Facilitates Osimertinib-Resistance in Non-Small Cell Lung Cancer by Sponging miR-498.
2953,Diagnostic Role of Dysregulated Circular RNA hsa_circ_0036722 in Laryngeal Squamous Cell Carcinoma.,hsa_circ_0036722,hsa_circ_RHCG,-,laryngeal squamous cell carcinoma,RT-qPCR,human,down-regulated,"hsa_circ_0036722 was downregulated in LSCC, which regulate the function of RHCG in LSCC via inhibiting miR-1248, and it could serve as a potential diagnostic marker for LSCC."
2954,Circ-PRKDC Contributes to 5-Fluorouracil Resistance of Colorectal Cancer Cells by Regulating miR-375/FOXM1 Axis and Wnt/beta-Catenin Pathway.,-,hsa_circ_PRKDC,-,colorectal cancer,RT-qPCR,human,up-regulated,Circ-PRKDC enhanced 5-FU resistance in CRC by regulating FOXM1/miR-375 axis and wnt/beta-catenin pathway.
2955,The Regulatory Role of circRNA_101308 in Cervical Cancer and the Prediction of Its Mechanism.,-,-,hsa_circ_101308,cervical cancer,RT-qPCR,human,down-regulated,CircRNA_101308 is downregulated and acts as a tumor suppressor in CC. CircRNA_101308 can participate in many different processes by sponging different miRNAs in CC cells. This exploration of circRNA_101308 provides new directions for research on cancer development and the clinical treatment of CC.
2956,CircHN1 affects cell proliferation and migration in gastric cancer.,-,hsa_circ_HN1,-,gastric cancer,"RT-qPCR, microarray",human,up-regulated,CircHN1 is aberrantly expressed in GC and affects the proliferation and migration of gastric cancer cells by acting as miRNA sponge.
2957,Circular RNA FOXO3 Suppresses Bladder Cancer Progression and Metastasis by Regulating MiR-9-5p/TGFBR2.,-,hsa_circ_FOXO3,-,bladder cancer,"RT-qPCR, RNA-seq",human,down-regulated,"circ-FOXO3 was significantly down-regulated in bladder cancers. circ-FOXO3 overexpression inhibits BC cell progression and metastasis. Furthermore, circ-FOXO3 regulates TGFBR2 expression through sponging miR-9-5p in BC cell lines."
2958,Circular RNA La-Related Protein 4 Inhibits Non-Small Cell Lung Cancer Cell Proliferation While Promotes Apoptosis Through Sponging microRNA-21-5p.,-,hsa_circ_LARP4,-,non-small cell lung cancer,RT-qPCR,human,down-regulated,Circ-LARP4 is decreased and suppresses cell proliferation while promoted apoptosis by sponging miR-21-5p in NSCLC.
2959,"circMET promotes NSCLC cell proliferation, metastasis, and immune evasion by regulating the miR-145-5p/CXCL3 axis.",hsa_circ_0082003,hsa_circ_MET,-,non-small cell lung cancer,RT-qPCR,human,up-regulated,"circMET acts as a miR-145-5p sponge to upregulate CXCL3 expression. Collectively, circMET regulates the miR-145-5p/CXCL3 axis and serves as a novel, promising diagnostic and prognostic biomarker in patients with NSCLC."
2960,Circular RNA circ_0011269 sponges miR-122 to regulate RUNX2 expression and promotes osteoporosis progression.,hsa_circ_0011269,hsa_circ_ZCCHC17,-,osteoporosis,"RT-qPCR, microarray",human,down-regulated,circ_0011269 sponges miR-122 to regulate RUNX2 expression and promotes osteoporosis progression.
2961,"Down-regulation of circ_0061140 attenuates ectopic endometrial cell proliferation, migration and invasion in endometriosis via inactivating Notch2.",hsa_circ_0061140,hsa_circ_C20orf11,-,endometriosis,RT-qPCR,human,up-regulated,Decrease of circ_0061140 could depress endometriosis progression through modulating miR-140-3p and Notch2.
2962,Circular RNA Expression Profiles and the Pro-tumorigenic Function of CircRNA_10156 in Hepatitis B Virus-Related Liver Cancer.,-,-,circRNA_10156,liver cancer,"RT-qPCR, RNA-seq",human,up-regulated,"depletion of circRNA_10156 upregulated miR-149-3p, reduced Akt1 expression, and suppressed liver cancer cell proliferation."
